"title","year_of_release","genre","rating","platform"
"Viva Pinata: Party Animals",2007,"Misc","E","X360"
"Viva Pinata: Pocket Paradise",2008,"Simulation","E","DS"
"Viva Pinata: Trouble in Paradise",2008,"Simulation","E","X360"
"Viz",1998,"Racing","","N64"
"VMX Racing",1997,"Racing","","PS"
"Volleyball",1987,"Sports","","NES"
"Voodoo Chronicles: First Sign",2011,"Adventure","","PC"
"Voodoo Vince",2003,"Platform","T","XB"
"VR Golf '97",1996,"Sports","","PS"
"VR Soccer '96",1996,"Sports","","PS"
"W.L.O. Sekai Renai Kikousen",2010,"Adventure","","X360"
"Wacky Races: Crash & Dash",2008,"Racing","","DS"
"Wacky Races: Crash & Dash",2008,"Racing","","Wii"
"Wacky World of Sports",2009,"Sports","E10+","Wii"
"Wade Hixton's Counter Punch",2004,"Sports","T","GBA"
"Wakeboarding Unleashed Featuring Shaun Murray",2003,"Sports","E","GBA"
"Wakeboarding Unleashed Featuring Shaun Murray",2003,"Sports","E","PS2"
"Wakeboarding Unleashed Featuring Shaun Murray",2003,"Sports","E","XB"
"Walk it Out!",2010,"Sports","","Wii"
"Wall-E",2008,"Platform","E","DS"
"Wall-E",2008,"Platform","E","PC"
"Wall-E",2008,"Platform","E","PS2"
"Wall-E",2008,"Platform","E","PS3"
"Wall-E",2008,"Platform","E","PSP"
"Wall-E",2008,"Platform","E","Wii"
"Wall-E",2008,"Platform","E","X360"
"Wallace & Gromit in Project Zoo",2003,"Platform","","GC"
"Wallace & Gromit in Project Zoo",2003,"Platform","","PS2"
"Wallace & Gromit in Project Zoo",2003,"Platform","","XB"
"Wallace & Gromit: Curse of the Were-Rabbit",2005,"Adventure","","PS2"
"Wallace & Gromit: Curse of the Were-Rabbit",2005,"Adventure","","XB"
"Walt Disney's The Jungle Book: Rhythm N'Groove",2000,"Misc","","PS"
"Walt Disney's The Jungle Book: Rhythm N'Groove",2003,"Misc","E","PS2"
"Walt Disney Pictures Presents Enchanted",2007,"Platform","","DS"
"Walt Disney Pictures Presents: The Wild",2006,"Platform","","GBA"
"Walt Disney World Quest: Magical Racing Tour",2000,"Racing","","PS"
"Wand of Fortune",2009,"Adventure","","PS2"
"Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue",2012,"Adventure","","PSP"
"Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku",2011,"Adventure","","PSP"
"Wand of Fortune Portable",2010,"Adventure","","PSP"
"Wand of Fortune R",2016,"Adventure","","PSV"
"Wand of Fortune: Mirai e no Prologue",2010,"Adventure","","PS2"
"Wand of Fortune: Mirai e no Prologue Portable",2010,"Adventure","","PSP"
"Wangan Midnight",2007,"Racing","","PS3"
"Wangan Midnight Portable",2007,"Racing","","PSP"
"Wantame Fortune Channel",2007,"Misc","","DS"
"Wantame Music Channel: Doko Demo Style",2007,"Misc","","DS"
"Wanted: Weapons of Fate",2009,"Shooter","M","PS3"
"Wanted: Weapons of Fate",2009,"Shooter","M","X360"
"Wappy Dog",2011,"Simulation","E","DS"
"War for the Overworld",2015,"Strategy","","PC"
"War Gods",1997,"Fighting","","N64"
"War Gods",1996,"Fighting","","PS"
"War Leaders: Clash of Nations",2009,"Strategy","T","PC"
"War of the Monsters",2003,"Fighting","T","PS2"
"WarCraft II: The Dark Saga",1997,"Strategy","","PS"
"Warcraft II: Tides of Darkness",1995,"Strategy","","PC"
"Warcraft III: Reign of Chaos",2002,"Strategy","T","PC"
"Warcraft III: The Frozen Throne",2003,"Strategy","T","PC"
"Warcraft: Orcs & Humans",1994,"Strategy","","PC"
"Warhammer 40000: Dawn of War",2004,"Strategy","M","PC"
"Warhammer 40000: Dawn of War II",2009,"Strategy","M","PC"
"Warhammer 40000: Dawn of War II - Chaos Rising",2010,"Strategy","","PC"
"Warhammer 40000: Dawn of War II - Retribution",2011,"Strategy","M","PC"
"Warhammer 40000: Dawn of War: Soulstorm",2008,"Strategy","","PC"
"Warhammer 40000: Fire Warrior",2003,"Shooter","M","PS2"
"Warhammer 40000: Space Marine",2011,"Shooter","M","PC"
"Warhammer 40000: Space Marine",2011,"Shooter","M","PS3"
"Warhammer 40000: Space Marine",2011,"Shooter","M","X360"
"Warhammer 40000: Squad Command",2007,"Strategy","T","DS"
"Warhammer 40000: Squad Command",2007,"Strategy","T","PSP"
"Warhammer Online: Age of Reckoning",2008,"Role-Playing","T","PC"
"Warhammer: Battle For Atluma",2006,"Action","T","PSP"
"Warhammer: Battle March",2008,"Strategy","M","X360"
"Warhammer: Dark Omen",1998,"Strategy","","PS"
"Warhammer: Mark of Chaos",2006,"Strategy","M","PC"
"Warhammer: Shadow of the Horned Rat",1996,"Strategy","","PS"
"Warhammer: The End Times - Vermintide",2016,"Action","","PS4"
"Warhawk",1995,"Simulation","","PS"
"Warhawk",2007,"Simulation","T","PS3"
"Wario Land 3",2000,"Platform","","GB"
"Wario Land 4",2001,"Platform","E","GBA"
"Wario Land II",1997,"Platform","","GB"
"Wario Land II (GBC)",1998,"Platform","","GB"
"Wario Land: Shake It!",2008,"Platform","","Wii"
"Wario World",2003,"Platform","E","GC"
"Wario: Master of Disguise",2007,"Platform","E10+","DS"
"WarioWare D.I.Y.",2009,"Misc","E","DS"
"WarioWare Inc.: Mega MicroGame$",2003,"Puzzle","","GBA"
"WarioWare Inc.: Mega Party Game$",2003,"Puzzle","","GC"
"WarioWare Touched!",2004,"Puzzle","","DS"
"WarioWare: Smooth Moves",2006,"Puzzle","E10+","Wii"
"WarioWare: Twisted!",0,"Puzzle","","GBA"
"WarJetz",2001,"Shooter","T","PS2"
"Warpath: Jurassic Park",1998,"Fighting","","PS"
"Warriors of Might and Magic",2001,"Adventure","","PS"
"Warriors of Might and Magic",2001,"Adventure","T","PS2"
"Warriors of the Lost Empire",2007,"Role-Playing","T","PSP"
"Warriors of the Lost Empire (JP sales)",2007,"Role-Playing","","PSP"
"Warriors Orochi",2007,"Action","T","PS2"
"Warriors Orochi",2008,"Action","T","PSP"
"Warriors Orochi",2007,"Action","T","X360"
"Warriors Orochi 2",2008,"Action","T","PS2"
"Warriors Orochi 2",2008,"Action","T","PSP"
"Warriors Orochi 2",2008,"Action","T","X360"
"Warriors Orochi 2 (JP sales)",2008,"Action","","PS2"
"Warriors Orochi 3",2011,"Action","T","PS3"
"Warriors Orochi 3",2014,"Action","","PS4"
"Warriors Orochi 3",2012,"Action","","PSP"
"Warriors Orochi 3",2013,"Action","","PSV"
"Warriors Orochi 3",2011,"Action","T","X360"
"Warriors Orochi 3",2014,"Action","","XOne"
"Warriors Orochi 3 Hyper",2012,"Action","T","WiiU"
"Warriors: Legends of Troy",2011,"Action","M","PS3"
"Warriors: Legends of Troy",2011,"Action","","X360"
"Warship Gunner 2",2006,"Simulation","T","PS2"
"Warship Gunner 2 Portable",2009,"Simulation","","PSP"
"WarTech: Senko no Ronde",2006,"Fighting","T","X360"
"Warzone 2100",1999,"Strategy","","PS"
"Wasteland 2",2015,"Role-Playing","M","PC"
"Wasteland 2",2015,"Role-Playing","","PS4"
"Wasteland 2",2015,"Role-Playing","M","XOne"
"Watashi no Relaxuma",2007,"Simulation","","DS"
"Watch Dogs",2014,"Action","M","PC"
"Watch Dogs",2014,"Action","M","PS3"
"Watch Dogs",2014,"Action","M","PS4"
"Watch Dogs",2014,"Action","M","WiiU"
"Watch Dogs",2014,"Action","M","X360"
"Watch Dogs",2014,"Action","M","XOne"
"Watch Dogs 2",2016,"Action","M","PS4"
"Watch Dogs 2",2016,"Action","M","XOne"
"Watchmen: The End is Nigh - The Complete Experience",2009,"Action","","PS3"
"Watchmen: The End is Nigh Part 1 & 2",2009,"Action","","X360"
"Water Sports",2009,"Action","E","Wii"
"Wave Race 64",1996,"Racing","","N64"
"Wave Race: Blue Storm",2001,"Racing","E","GC"
"Wave Rally",2001,"Racing","E","PS2"
"Way of the Samurai",2002,"Action","M","PS2"
"Way of the Samurai 2",2003,"Action","M","PS2"
"Way of the Samurai 2 Portable",2009,"Action","","PSP"
"Way of the Samurai 3",2008,"Action","M","PS3"
"Way of the Samurai 3",2009,"Action","M","X360"
"Wordmaster",2008,"Strategy","E","DS"
"Way of the Samurai 4",2011,"Action","M","PS3"
"Wayne Gretzky's 3D Hockey",1996,"Sports","","N64"
"Wayne Gretzky's 3D Hockey '98",1997,"Sports","","N64"
"Wayne Gretzky's 3D Hockey '98",1997,"Sports","","PS"
"WCW Backstage Assault",0,"Action","","N64"
"WCW Backstage Assault",1999,"Action","T","PS"
"WCW Mayhem",1999,"Fighting","","N64"
"WCW Mayhem",1998,"Fighting","","PS"
"WCW Nitro",1998,"Fighting","","N64"
"WCW Nitro",1998,"Fighting","","PS"
"WCW vs the World",1998,"Fighting","","PS"
"WCW vs. nWo: World Tour",1997,"Fighting","","N64"
"WCW/nWo Revenge",1998,"Fighting","","N64"
"WCW/NWO Thunder",1998,"Fighting","","PS"
"We Cheer",2008,"Simulation","E10+","Wii"
"We Cheer 2",2009,"Simulation","E10+","Wii"
"We Dance",2011,"Misc","","Wii"
"We Love Golf!",2007,"Sports","","Wii"
"We Love Katamari",2005,"Puzzle","E","PS2"
"We Sing",2009,"Misc","","Wii"
"We Sing Deutsche Hits",2011,"Misc","","Wii"
"We Sing Encore",2010,"Misc","","Wii"
"We Sing Pop!",2012,"Misc","","Wii"
"We Sing Robbie Williams",2010,"Misc","","Wii"
"We Sing Rock!",2011,"Misc","","Wii"
"We Sing UK Hits",2011,"Misc","T","Wii"
"We Ski",2008,"Sports","E","Wii"
"We Ski & Snowboard",2008,"Sports","","Wii"
"We Wish You A Merry Christmas",2009,"Action","E","Wii"
"Wedding Dash",2009,"Action","E","DS"
"Weiss Schwarz Portable",2011,"Strategy","","PSP"
"Western Riding Academy",2010,"Simulation","E","DS"
"Wet",2009,"Shooter","M","PS3"
"Wet",0,"Shooter","M","X360"
"Wetrix",1998,"Puzzle","","N64"
"Whac-A-Mole",2005,"Puzzle","E","DS"
"Whac-A-Mole",2005,"Puzzle","E","GBA"
"Whacked!",2002,"Misc","","XB"
"What's Cooking? Jamie Oliver",2008,"Simulation","","DS"
"What Did I Do to Deserve This My Lord!? 2",2008,"Role-Playing","","PSP"
"Wheel of Fortune",2010,"Misc","E","DS"
"Wheel of Fortune",1997,"Misc","","N64"
"Wheel of Fortune",1998,"Misc","","PS"
"Wheel of Fortune",0,"Misc","E","PS2"
"Wheel of Fortune",2010,"Misc","E","Wii"
"Wheel of Fortune: 2nd Edition",2000,"Misc","","PS"
"Where's Waldo? The Fantastic Journey",2009,"Adventure","E","DS"
"Where's Waldo? The Fantastic Journey",2009,"Adventure","E","Wii"
"Where the Wild Things Are",2009,"Platform","E","DS"
"Where the Wild Things Are",2009,"Platform","E10+","PS3"
"Where the Wild Things Are",2009,"Platform","E10+","Wii"
"Where the Wild Things Are",2009,"Platform","E10+","X360"
"Whiplash",2003,"Racing","T","PS2"
"Whiplash",2003,"Racing","T","XB"
"Whirl Tour",2002,"Sports","E","GC"
"Whirl Tour",2002,"Sports","E","PS2"
"White Album 2: Shiawase no Mukougawa",2012,"Adventure","","PS3"
"White Album 2: Shiawase no Mukougawa",2013,"Adventure","","PSV"
"White Album: Tsuzurareru Fuyu no Omoide",2010,"Adventure","","PS3"
"White Knight Chronicles II",2010,"Role-Playing","T","PS3"
"White Knight Chronicles: International Edition",2008,"Role-Playing","T","PS3"
"White Knight Chronicles: Origins",2011,"Role-Playing","","PSP"
"Whiteout",2002,"Racing","T","PS2"
"Whiteout",2002,"Racing","T","XB"
"Who wants to be a millionaire",1999,"Misc","E","PC"
"Who wants to be a millionaire",2000,"Misc","","PS"
"Who Wants to be a Millionaire: 1st Edition",2007,"Misc","","DS"
"Who Wants to be a Millionaire: 1st Edition",2007,"Misc","","Wii"
"Who Wants to be a Millionaire: 2nd Edition",2008,"Misc","","DS"
"Who Wants to be a Millionaire: 2nd Edition",2008,"Misc","","Wii"
"Who Wants to Be a Millionaire: 3rd Edition",2010,"Misc","E","DS"
"Who Wants to Be a Millionaire: 3rd Edition",2010,"Misc","E","Wii"
"Who Wants to Be A Millionaire?",2011,"Misc","","X360"
"Wicked Monster Blast!",2011,"Shooter","","Wii"
"Wiffle Ball Advance",2007,"Sports","","DS"
"Wii de Asobu Chibi-Robo!",2009,"Adventure","","Wii"
"Wii de Asobu: Metroid Prime",0,"Shooter","","Wii"
"Wii Fit",2007,"Sports","E","Wii"
"Wii Fit Plus",2009,"Sports","E","Wii"
"Wii Fit U",2013,"Sports","E","WiiU"
"Wii Music",2008,"Misc","E","Wii"
"Wii Party",2010,"Misc","E","Wii"
"Wii Party U",2013,"Misc","E","WiiU"
"Wii Play",2006,"Misc","E","Wii"
"Wii Play: Motion",2011,"Misc","E10+","Wii"
"﻿Wii Sports",2006,"Sports","E","Wii"
"Wii Sports Club",2014,"Sports","E10+","WiiU"
"Wii Sports Resort",2009,"Sports","E","Wii"
"Wild 9",1998,"Action","","PS"
"Wild ARMs",1996,"Role-Playing","","PS"
"Wild ARMs 2",1999,"Role-Playing","","PS"
"Wild ARMs 3",2002,"Role-Playing","T","PS2"
"Wild ARMs 4",2005,"Role-Playing","T","PS2"
"Wild ARMs 5",2006,"Role-Playing","T","PS2"
"Wild ARMs 5 (jp sales)",2006,"Role-Playing","","PS2"
"Wild ARMs XF",2007,"Role-Playing","E10+","PSP"
"Wild ARMs: Alter Code F",2003,"Role-Playing","T","PS2"
"Wild Earth: African Safari",2008,"Simulation","E","Wii"
"Wild West Shootout",2010,"Shooter","T","Wii"
"Wild Wild Racing",2000,"Racing","E","PS2"
"Wildlife Park 3",2011,"Simulation","","PC"
"Wildstar",2014,"Role-Playing","T","PC"
"WinBack 2: Project Poseidon",2006,"Shooter","T","PS2"
"WinBack: Covert Operations",1999,"Shooter","","N64"
"WinBack: Covert Operations",2000,"Shooter","T","PS2"
"Wing Arms",1994,"Shooter","","SAT"
"Wing Commander III: Heart of the Tiger",1996,"Action","","PS"
"Wing Commander IV: The Price of Freedom",1997,"Simulation","","PS"
"Wing Commander: Prophecy",2003,"Simulation","T","GBA"
"Wing Island",2006,"Simulation","E","Wii"
"Wings of War",2004,"Simulation","T","XB"
"Winning Eleven Playmaker 2010: Aoki Samurai no Chousen",2010,"Sports","","Wii"
"Winning Eleven: Pro Evolution Soccer 2007",2006,"Sports","E","DS"
"Winning Eleven: Pro Evolution Soccer 2007",2006,"Sports","E","PC"
"Winning Eleven: Pro Evolution Soccer 2007",2006,"Sports","E","PS2"
"Winning Eleven: Pro Evolution Soccer 2007",2006,"Sports","E","PSP"
"Winning Eleven: Pro Evolution Soccer 2007",2006,"Sports","E","X360"
"Winning Eleven: Pro Evolution Soccer 2007 (All Region sales)",2006,"Sports","","X360"
"Winning Post",1993,"Sports","","SNES"
"Winning Post 2",1995,"Sports","","SNES"
"Winning Post 3",1998,"Racing","","PS"
"Winning Post 4",1999,"Sports","","PS"
"Winning Post 4 Maximum",2000,"Sports","","PS2"
"Winning Post 5",2001,"Sports","","PS2"
"Winning Post 6",2003,"Sports","","PS2"
"Winning Post 7 2009",2009,"Sports","","PSP"
"Winning Post 7 2010",2010,"Sports","","PS3"
"Winning Post 7 2010",2010,"Sports","","PSP"
"Winning Post 7 2012",2012,"Sports","","PS3"
"Winning Post 7 2012",2012,"Sports","","PSP"
"Winning Post 7 2013",2013,"Sports","","PS3"
"Winning Post 7 2013",2013,"Sports","","PSV"
"Winning Post 7 Maximum 2008",2008,"Sports","","PS2"
"Winning Post 7 Maximum 2008",2008,"Sports","","PS3"
"Winning Post 7: Maximum 2007",2007,"Sports","","PS2"
"Winning Post 7: Maximum 2007",2007,"Sports","","PS3"
"Winning Post 8 ",2014,"Racing","","PS3"
"Winning Post 8 ",2014,"Racing","","PSV"
"Winning Post 8 2015",2015,"Action","","PS3"
"Winning Post 8 2015",2015,"Action","","PSV"
"Winning Post 8 2016",2016,"Simulation","","PS4"
"Winning Post 8 2016",2016,"Simulation","","PSV"
"Winning Post World",2009,"Sports","","PS2"
"Winning Post World",2009,"Sports","","PS3"
"Winning Post World 2010",2010,"Sports","","PS3"
"Winter Blast: 9 Snow & Ice Games",2010,"Sports","","Wii"
"Winter Heat",1996,"Sports","","SAT"
"Winter Sports 2: The Next Challenge",2008,"Sports","E","DS"
"Winter Sports 2: The Next Challenge",2008,"Sports","E","PS2"
"Winter Sports 2: The Next Challenge",2008,"Sports","E","Wii"
"Winter Sports 2: The Next Challenge",2008,"Sports","E","X360"
"Winter Sports 2011",2011,"Sports","","PS3"
"Winter Sports 2011",2011,"Sports","","Wii"
"Winter Sports 2011",2011,"Sports","","X360"
"Winter Sports 3: The Great Tournament",2010,"Sports","E","PS3"
"Winter Sports 3: The Great Tournament",2010,"Sports","","Wii"
"Winter Sports 3: The Great Tournament",2010,"Sports","E","X360"
"Winter Sports: The Ultimate Challenge",2007,"Sports","E","Wii"
"Winter Stars",2011,"Sports","E","PS3"
"Winter Stars",2011,"Sports","E","Wii"
"Winter Stars",2011,"Sports","E","X360"
"Winx Club",2005,"Shooter","E","GBA"
"Winx Club: Mission Enchantix",2008,"Adventure","E","DS"
"Winx Club: Quest for the Codex",2006,"Action","E","DS"
"Winx Club: Rockstars",2010,"Adventure","E","DS"
"Winx Club: Saving Alfea ",2014,"Action","E","3DS"
"WipEout",1995,"Action","","PS"
"Wipeout 2",2011,"Misc","E","3DS"
"Wipeout 2",2011,"Misc","E","DS"
"Wipeout 2",2011,"Misc","E10+","PS3"
"Wipeout 2",2011,"Misc","E10+","Wii"
"Wipeout 2",2011,"Misc","E10+","X360"
"Wipeout 2048",2012,"Racing","E10+","PSV"
"WipEout 3",1999,"Racing","E","PS"
"WipeOut 3 The Game",2012,"Action","","3DS"
"WipeOut 3 The Game",2012,"Action","","Wii"
"WipeOut 3 The Game",2012,"Action","","WiiU"
"WipeOut 3 The Game",2012,"Action","","X360"
"WipEout 64",1998,"Racing","","N64"
"WipEout Fusion",2002,"Racing","E","PS2"
"WipEout HD Fury",2009,"Racing","E10+","PS3"
"WipEout Pulse",2009,"Racing","","PS2"
"WipEout Pulse",2007,"Racing","E10+","PSP"
"WipEout Pure",2005,"Racing","E","PSP"
"WipEout XL",1996,"Racing","","PS"
"Wipeout: In The Zone",2011,"Misc","E10+","X360"
"Wipeout: The Game",2010,"Misc","E","DS"
"Wipeout: The Game",2009,"Misc","","Wii"
"WireWay",2009,"Adventure","E","DS"
"Witches & Vampires: The Secrets of Ashburry",2010,"Adventure","","DS"
"Without Warning",2005,"Shooter","M","PS2"
"Without Warning",0,"Shooter","M","XB"
"Wizardry Twin Pack",2011,"Role-Playing","","PS3"
"Wizardry VI: Bane of the Cosmic Forge",1995,"Role-Playing","","SNES"
"Wizardry VII: Gadeia no Houshu",1995,"Role-Playing","","PS"
"Wizardry XTH: Unlimited Students",2006,"Role-Playing","","PS2"
"Wizardry: Llylgamyn Saga",1998,"Role-Playing","","PS"
"Wizardry: Tale of the Forsaken Land",2001,"Role-Playing","T","PS2"
"Wizards of Waverly Place",2009,"Misc","E","DS"
"Wizards of Waverly Place: Spellbound",2010,"Misc","E","DS"
"Wolfenstein",2009,"Shooter","M","PC"
"Wolfenstein",2009,"Shooter","M","PS3"
"Wolfenstein",2009,"Shooter","M","X360"
"Wolfenstein 3D",2002,"Shooter","M","GBA"
"Wolfenstein: The New Order",2014,"Shooter","M","PC"
"Wolfenstein: The New Order",2014,"Shooter","M","PS3"
"Wolfenstein: The New Order",2014,"Shooter","M","PS4"
"Wolfenstein: The New Order",2014,"Shooter","M","X360"
"Wolfenstein: The New Order",2014,"Shooter","M","XOne"
"Wolfenstein: The Old Blood",2015,"Action","M","PC"
"Wolfenstein: The Old Blood",2015,"Action","","PS4"
"Wolfenstein: The Old Blood",2015,"Action","","XOne"
"Women's Volleyball Championship",2007,"Sports","E","PS2"
"Wonder Pets! Save the Animals!",2008,"Adventure","","DS"
"Wonder Project J: Kikai no Shonen Pino",1994,"Simulation","","SNES"
"Wonder Project J2: Koruro no Mori no Josette",1996,"Simulation","","N64"
"Wonder World Amusement Park",2009,"Misc","E","DS"
"Wonder World Amusement Park",2008,"Misc","E","Wii"
"Woody Woodpecker in Crazy Castle 5",2002,"Platform","","GBA"
"Woody Woodpecker Racing",1999,"Racing","E","PS"
"Woody Woodpecker: Escape from Buzz Buzzard Park",2001,"Platform","E","PS2"
"Wordfish",2008,"Puzzle","E","DS"
"WordJong",2007,"Puzzle","E","DS"
"WordJong Party",2008,"Puzzle","E","Wii"
"World's Scariest Police Chases",2001,"Racing","T","PS"
"World Championship Athletics",2009,"Sports","E","Wii"
"World Championship Cards",2008,"Misc","E","PSP"
"World Championship Games: A Track & Field Event",2008,"Sports","","DS"
"World Championship Poker",2004,"Misc","E","GBA"
"World Championship Poker",2004,"Misc","E","PS2"
"World Championship Poker",2004,"Misc","E","XB"
"World Championship Poker 2: Featuring Howard Lederer",2005,"Misc","T","PS2"
"World Championship Poker 2: Featuring Howard Lederer",2005,"Misc","T","PSP"
"World Championship Poker 2: Featuring Howard Lederer",2005,"Misc","T","XB"
"World Championship Poker featuring Howard Lederer: All In",2006,"Misc","T","Wii"
"World Championship Poker: Deluxe Series",2005,"Misc","E","DS"
"World Championship Poker: Featuring Howard Lederer - All In",2006,"Misc","","PS2"
"World Championship Poker: Featuring Howard Lederer - All In",2006,"Misc","","X360"
"World Championship Poker: Howard Lederer - All In",2006,"Misc","","PSP"
"World Championship Pool 2004",2004,"Sports","E","PS2"
"World Championship Pool 2004",2003,"Sports","E","XB"
"World Championship Rugby",2004,"Sports","","PS2"
"World Championship Spelling",2010,"Misc","E","DS"
"World Class Rugby 2: Kokunai Gekitou Hen '93",1994,"Sports","","SNES"
"World Class Track Meet",1986,"Sports","","NES"
"World Cup '98 France: Road to Win",1998,"Sports","","SAT"
"World Cup 98",1998,"Sports","","N64"
"World Cup Golf: Professional Edition",1995,"Sports","","PS"
"World Cup of Pool",2009,"Sports","E","DS"
"World Destruction League: Thunder Tanks",2000,"Action","T","PS"
"World Destruction League: Thunder Tanks",2000,"Action","T","PS2"
"World Driver Championship",1999,"Racing","","N64"
"World Fantasista",2002,"Sports","","PS2"
"World Heroes Anthology",2007,"Fighting","T","PS2"
"World in Conflict",2007,"Strategy","T","PC"
"World in Conflict: Complete Edition",2009,"Strategy","T","PC"
"World League Soccer",1991,"Sports","","SNES"
"World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto",2008,"Simulation","","PSP"
"World of Dragon Warrior - Torneko: The Last Hope",1999,"Role-Playing","","PS"
"World of Final Fantasy",2016,"Role-Playing","E10+","PS4"
"World of Final Fantasy",2016,"Role-Playing","E10+","PSV"
"World of Goo",2008,"Puzzle","E","PC"
"World of Outlaws: Sprint Cars",2010,"Racing","E","X360"
"World of Outlaws: Sprint Cars 2002",2002,"Racing","E","PS2"
"World of Tanks",2011,"Shooter","T","PC"
"World of Tanks",0,"Shooter","","X360"
"World of Warcraft",2004,"Role-Playing","T","PC"
"World of Warcraft: Cataclysm",2010,"Role-Playing","T","PC"
"World of Warcraft: Legion",2016,"Role-Playing","T","PC"
"World of Warcraft: Mists of Pandaria",2012,"Role-Playing","T","PC"
"World of Warcraft: The Burning Crusade",2007,"Role-Playing","T","PC"
"World of Warcraft: Warlords of Draenor",2014,"Action","T","PC"
"World of Warcraft: Wrath of the Lich King",2008,"Role-Playing","T","PC"
"World of Zoo",2009,"Simulation","E","DS"
"World of Zoo",2009,"Simulation","E","PC"
"World of Zoo",2009,"Simulation","E","Wii"
"World Party Games",2009,"Misc","E","Wii"
"World Poker Tour",2005,"Misc","E","GBA"
"World Poker Tour",2005,"Misc","T","PS2"
"World Poker Tour",2006,"Misc","T","PSP"
"World Poker Tour",2005,"Misc","T","XB"
"World Racing",2003,"Racing","E","XB"
"World Series Baseball",1994,"Sports","","SAT"
"World Series Baseball",2002,"Sports","E","XB"
"World Series Baseball 2K3",2003,"Sports","E","PS2"
"World Series Baseball 2K3",2003,"Sports","E","XB"
"World Series of Poker",2005,"Misc","E10+","GC"
"World Series of Poker",2005,"Misc","E10+","PS2"
"World Series of Poker",2005,"Misc","E10+","PSP"
"World Series of Poker",2005,"Misc","E10+","XB"
"World Series of Poker 2008: Battle for the Bracelets",2007,"Misc","T","DS"
"World Series of Poker 2008: Battle for the Bracelets",2007,"Misc","T","PS2"
"World Series of Poker 2008: Battle for the Bracelets",2007,"Misc","T","PS3"
"World Series of Poker 2008: Battle for the Bracelets",2007,"Misc","T","PSP"
"World Series of Poker 2008: Battle for the Bracelets",2007,"Misc","T","X360"
"World Series of Poker: Tournament of Champions 2007 Edition",2006,"Misc","","PS2"
"World Series of Poker: Tournament of Champions 2007 Edition",2006,"Misc","","PSP"
"World Series of Poker: Tournament of Champions 2007 Edition",2006,"Misc","","Wii"
"World Series of Poker: Tournament of Champions 2007 Edition",2006,"Misc","","X360"
"World Snooker Championship 2007",2007,"Sports","","PS3"
"World Snooker Championship 2007",2007,"Sports","","X360"
"World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen",2000,"Sports","","PS"
"World Soccer Jikkyou Winning Eleven 3: World Cup France '98",1998,"Sports","","PS"
"World Soccer Winning Eleven 2002",2002,"Sports","","PS"
"World Soccer Winning Eleven 2010: Aoki Samurai no Chousen",2010,"Sports","","PS2"
"World Soccer Winning Eleven 2010: Aoki Samurai no Chousen",2010,"Sports","","PS3"
"World Soccer Winning Eleven 2010: Aoki Samurai no Chousen",2010,"Sports","","PSP"
"World Soccer Winning Eleven 5 Final Evolution",2001,"Sports","","PS2"
"World Soccer Winning Eleven 6 International",2002,"Sports","E","PS2"
"World Soccer Winning Eleven 7",2003,"Sports","","PS2"
"World Soccer Winning Eleven 7 International",2003,"Sports","E","PS2"
"World Soccer Winning Eleven 7 International (JP version)",2004,"Sports","","PS2"
"World Soccer Winning Eleven 8 International",2004,"Sports","E","PS2"
"World Soccer Winning Eleven 8 International",2004,"Sports","E","XB"
"World Soccer Winning Eleven 8: Liveware Evolution",2005,"Sports","","PS2"
"World Soccer Winning Eleven 9",2005,"Sports","E","PS2"
"World Soccer Winning Eleven 9",2005,"Sports","E","XB"
"World Soccer Winning Eleven 9 (JP & Others sales)",2005,"Sports","","PSP"
"World Soccer Winning Eleven 9 (US sales)",2005,"Sports","","PSP"
"World Soccer Winning Eleven 9 Bonus Pack",2006,"Sports","","PS2"
"World Sports Competition",2009,"Sports","","PS3"
"World Stadium 2",1998,"Sports","","PS"
"World Stadium 3",1999,"Sports","","PS"
"World Stadium 4",2000,"Sports","","PS"
"World Stadium 5",2001,"Sports","","PS"
"World Stadium EX",1996,"Sports","","PS"
"World Tour Soccer",2005,"Sports","E","PSP"
"World Tour Soccer 06",2006,"Sports","E","PSP"
"World Tour Soccer 2002",2001,"Sports","E","PS2"
"World Tour Soccer 2003",2002,"Sports","E","PS2"
"World Tour Soccer 2005",2004,"Sports","E","PS2"
"World Tour Soccer 2006",2004,"Sports","E","PS2"
"World Trigger: Borderless Mission",2015,"Action","","PSV"
"World War II Combat: Road To Berlin",2006,"Shooter","M","XB"
"WorldShift",2009,"Strategy","T","PC"
"Worldwide Soccer",1994,"Sports","","SAT"
"Worldwide Soccer Manager 2006",2004,"Sports","E","PC"
"Worldwide Soccer Manager 2007",2006,"Sports","E","PC"
"Worldwide Soccer Manager 2008",2007,"Sports","E","PC"
"Worldwide Soccer Manager 2009",2008,"Simulation","E","PC"
"Worms",2009,"Strategy","E10+","PS3"
"Worms",2007,"Strategy","E10+","X360"
"Worms 2",1997,"Strategy","K-A","PC"
"Worms 3D",2003,"Strategy","T","GC"
"Worms 3D",2003,"Strategy","T","PS2"
"Worms 3D",2003,"Strategy","T","XB"
"Worms 4: Mayhem",2005,"Strategy","T","XB"
